timestamp,stockMarket,pair,side,price,liquidity
2025-05-30T12:32:55.831Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:00.889Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:02.192Z,Bybit,SOL/USDC,buy,163.08,34130.16642
2025-05-30T12:33:03.191Z,Bybit,SOL/USDC,buy,163.13,34159.85335
2025-05-30T12:33:04.190Z,Bybit,SOL/USDC,buy,163.15,34189.54665
2025-05-30T12:33:05.892Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:10.231Z,Bybit,SOL/USDC,buy,163.03,35174.08482
2025-05-30T12:33:10.919Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:15.953Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:16.191Z,Bybit,SOL/USDC,buy,162.99,35355.81867
2025-05-30T12:33:20.985Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:22.196Z,Bybit,SOL/USDC,buy,162.99,35355.81867
2025-05-30T12:33:24.190Z,Bybit,SOL/USDC,buy,163.11,35959.22397
2025-05-30T12:33:26.000Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:31.019Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:35.190Z,Bybit,SOL/USDC,buy,163.14,35975.53797
2025-05-30T12:33:36.055Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:41.128Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:46.190Z,Bybit,SOL/USDC,buy,163.2,35990.38917
2025-05-30T12:33:46.294Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:50.191Z,Bybit,SOL/USDC,buy,163.2,36040.32837
2025-05-30T12:33:51.333Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:33:53.190Z,Bybit,SOL/USDC,buy,163.16,37086.99977
2025-05-30T12:33:54.190Z,Bybit,SOL/USDC,buy,163.15,37111.63647
2025-05-30T12:33:56.416Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
2025-05-30T12:34:01.589Z,Raydium,SOL/USDC,buy,162.2297699144931,13068427.78
