timestamp,stockMarket,category,pair,price
2025-05-28T09:06:51.223Z,Bybit,spot,ICXUSDT,
2025-05-28T09:06:51.223Z,Bybit,spot,XDCUSDT,
2025-05-28T09:06:51.223Z,Bybit,spot,HNTUSDT,
2025-05-28T09:06:51.223Z,Bybit,spot,ZILUSDT,
2025-05-28T09:06:51.223Z,Bybit,spot,HBARUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,FLOWUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,KASTAUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,STXUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,SIDUSUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,VPADUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,LOOKSUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,DAIUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,MVUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,MIXUSDT,
2025-05-28T09:06:51.224Z,Bybit,spot,LTCUSDC,
2025-05-28T09:06:51.224Z,Bybit,spot,MANABTC,
2025-05-28T09:06:51.224Z,Bybit,spot,LTCBTC,
2025-05-28T09:06:51.224Z,Bybit,spot,DOTBTC,
2025-05-28T09:06:51.224Z,Bybit,spot,SANDBTC,
2025-05-28T09:06:51.224Z,Bybit,spot,MANAUSDC,
2025-05-28T09:06:51.225Z,Bybit,spot,SANDUSDC,
2025-05-28T09:06:51.225Z,Bybit,spot,DOTUSDC,
2025-05-28T09:06:51.225Z,Bybit,spot,LUNCUSDC,
2025-05-28T09:06:51.225Z,Bybit,spot,RSS3USDT,
2025-05-28T09:06:51.225Z,Bybit,spot,TAPUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,ERTHAUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,GMXUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,ACHUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,JSTUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,SUNUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,BTTUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,TRXUSDT,
2025-05-28T09:06:51.225Z,Bybit,spot,NFTUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,POKTUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,SCRTUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,PSTAKEUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,SONUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,DOMEUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,USTCUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,BNBUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,NEARUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,SDUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,APEUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,BTC3SUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,BTC3LUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,FIDAUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,MINAUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,SCUSDT,
2025-05-28T09:06:51.226Z,Bybit,spot,RACAUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,CAPSUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,STGUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,GLMRUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,MOVRUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,ETHDAI,
2025-05-28T09:06:51.227Z,Bybit,spot,BTCDAI,
2025-05-28T09:06:51.227Z,Bybit,spot,WBTCUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,XAVAUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,GMTUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,GSTUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,CELOUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,SFUNDUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,APEXUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,CTCUSDT,
2025-05-28T09:06:51.227Z,Bybit,spot,COTUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,FITFIUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,ETH3SUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,ETH3LUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,USDDUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,OPUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,LUNAUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,THNUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,VINUUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,BELUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,FORTUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,DOGEUSDC,
2025-05-28T09:06:51.228Z,Bybit,spot,GSTSUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,XETAUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,FLOKIUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,BABYDOGEUSDT,
2025-05-28T09:06:51.228Z,Bybit,spot,WAXPUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,ARUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,KDAUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,ROSEUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,PSGUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,JUVUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,INTERUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,AFCUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,CITYUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,SOLOUSDT,
2025-05-28T09:06:51.229Z,Bybit,spot,WBTCBTC,
2025-05-28T09:06:51.229Z,Bybit,spot,AVAXUSDC,
2025-05-28T09:06:51.229Z,Bybit,spot,ADAUSDC,
2025-05-28T09:06:51.229Z,Bybit,spot,OPUSDC,
2025-05-28T09:06:51.229Z,Bybit,spot,APEXUSDC,
2025-05-28T09:06:51.229Z,Bybit,spot,TRXUSDC,
2025-05-28T09:06:51.229Z,Bybit,spot,ICPUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,LINKUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,GMTUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,CHZUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,SHIBUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,LDOUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,APEUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,FILUSDC,
2025-05-28T09:06:51.230Z,Bybit,spot,CHRPUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,WWYUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,SWEATUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,ETHWUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,INJUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,MPLXUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,AGLAUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,APTUSDT,
2025-05-28T09:06:51.230Z,Bybit,spot,APTUSDC,
2025-05-28T09:06:51.231Z,Bybit,spot,USDTEUR,
2025-05-28T09:06:51.231Z,Bybit,spot,MCRTUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,MASKUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,HFTUSDC,
2025-05-28T09:06:51.231Z,Bybit,spot,HFTUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,KCALUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,PEOPLEUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,TWTUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,ORTUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,HOOKUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,OASUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,MAGICUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,MEEUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,TONUSDT,
2025-05-28T09:06:51.231Z,Bybit,spot,BONKUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,FLRUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,TIMEUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,RPLUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,SSVUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,FXSUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,COREUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,RDNTUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,BLURUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,MDAOUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,ACSUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,HVHUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,PIPUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,PRIMEUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,EVERUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,VRAUSDT,
2025-05-28T09:06:51.232Z,Bybit,spot,IDUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,ARBUSDC,
2025-05-28T09:06:51.233Z,Bybit,spot,ARBUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,XCADUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,MBXUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,AXLUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,CGPTUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,AGIUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,SUIUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,SUIUSDC,
2025-05-28T09:06:51.233Z,Bybit,spot,MVLUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,PEPEUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,LADYSUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,LMWRUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,TOMIUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,TURBOSUSDT,
2025-05-28T09:06:51.233Z,Bybit,spot,FMBUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,TENETUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,VELOUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,USDTBRZ,
2025-05-28T09:06:51.234Z,Bybit,spot,BTCBRZ,
2025-05-28T09:06:51.234Z,Bybit,spot,PENDLEUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,EGOUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,NYMUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,MNTUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,MNTUSDC,
2025-05-28T09:06:51.234Z,Bybit,spot,MNTBTC,
2025-05-28T09:06:51.234Z,Bybit,spot,GSWIFTUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,SALDUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,ARKMUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,NEONUSDT,
2025-05-28T09:06:51.234Z,Bybit,spot,WLDUSDC,
2025-05-28T09:06:51.235Z,Bybit,spot,WLDUSDT,
